title,url,date,header,arrangor,medvirkende,om_arrangementet
Bli med på Turbos natursti og quiz! (Barn),https://www.arendalsuka.no/programsok/details/25192,2024-08-14T10:00,BLI MED PÅ TURBOS NATURSTI OG QUIZ! (BARN),DNT,"Kristin Oftedal, Fagsjef barn og unge, DNT","Fjellreven Turbo ønsker alle barn og barnefamilier i Arendal velkommen til sin stand på Torvet. Derfra kan de minste barna være med på natursti i sentrumsområdet med tema natur og eventyr. De litt eldre barna kan være med på quiz om friluftsliv og allemannsretten. Våre dyktige frivillige og ansatte leder aktiviteten, og Turbo lover å komme innom minst en gang i timen!"
Er vi forberedt på mer ekstremvær?,https://www.arendalsuka.no/programsok/details/23576,2024-08-14T10:10,ER VI FORBEREDT PÅ MER EKSTREMVÆR?,Norsk takst,"Hans Olav Hygen, Avdelingsleder for klimatjenester, Meteorologisk institutt
Lise Christoffersen, Stortingsrepresentant, Arbeiderpartiet
Hege Toft Karlsen, Konsernsjef, Fremtind Forsikring
Daniel Ø. Helgesen, Adm. direktør, Norsk takst
Nils Håvar Øyås, Takstingeniør og styremedlem, Norsk takst
Anne Bjertnæs, Ordfører, Gjøvik kommune
Ivar Vigdenes, Debattleder, First House","Klimaendringer og ekstremvær påvirker eksisterende boliger, hvor det kan bygges nye boliger og hvilken standard de må tilfredsstille. Hvilke nye hensyn må tas ved skadetaksering og oppføring av bygg i årene fremover? Hvilken rolle kan ulike fagmiljøer spille, og hva slags grep må tas?  Og har politikerne egentlig tatt situasjonen på alvor?"
Vil vi nå Norges klimamål med den nye NTP?,https://www.arendalsuka.no/programsok/details/23861,2024-08-14T10:30,VIL VI NÅ NORGES KLIMAMÅL MED DEN NYE NTP?,Bane NOR SF,"Irene Johansen, Leder seminaret, Bane NOR SF
Thor Gjermund Eriksen, Konsernsjef, Bane NOR SF
Ellen Hambro, Direktør, Miljødirektoratet
Ingrid Dahl Hovland, Veidirektør, Veidirektoratet
Arild Hermstad, Partileder MDG, Miljøpartiet de grønne
Erlend Larsen, Stortingsrepresentant, Høyre
Marte Mjøs Persen, Stortingsrepresentant, Arbeiderpartiet
Bjørne Grimsrud, Adm. direktør, Transportøkonomisk institutt","En klar målsetting for transportplanen (NTP) for de neste 12 årene er at den skal bidra til å oppfylle Norges klimamål. Er tiltakene i planen radikale nok til at vi oppnår målet?
Konsernsjefen i Bane NOR inviterer aktører fra transportvirksomhetene og politikere til innledninger og debatt.
Opplegg: 
1030   Velkommen v/ Irene Johansen, leder for seminaret, Bane NOR SF
1033-1040  Innledning v/ direktør Ellen Hambro, Miljødirektoratet
Om kunnskapsgrunnlaget for rapporten om utslippsreduksjonspotensial, barrierer og mulige virkemidler 2024 innen transportsektoren, og hva som er mulig å få til frem mot 2035.
Er tiltakene i NTP 2025-2036 radikale nok til å nå Norges klimamål? Hva skal til for å lykkes - med utgangspunkt i rapporten?
1040-1055   Samtale v/ konsernsjef i Bane NOR Thor Gjermund Eriksen, veidirektør Ingrid Dahl Hovland og direktør i Miljødirektoratet Ellen Hambro
Vil vi nå klimamålene med den nye NTP’en? Hva skal til for å lykkes? 
1055-1110   Debatt v/ stortingsrepresentantene Arild Hermstad (MDG), Erlend Larsen (H), Andre Skjelstad (V), Marte Mjøs Persen (AP)
Den nye NTP for 2025-2036 er behandlet i Stortinget før sommeren.
Hva er hovedpunktene i partienes transportpolitikk i NTP 2025-2036 og hvordan vil de bidra til å nå Norges klimamål? Hva skal til for å lykkes?
1110-1115   Avrunding v/ Bjørne Grimsrud adm. dir TØI
Kommentar etter å ha lest regjeringens forslag til NTP, innstillingen fra Stortinget, og hørt debatten i dag:
Tror jeg vi vil nå klimamålene med den nye NTP’en?
1115 Slutt"
"En topplederdialog om mot, ferdigheter og handlekraft i det grønne skiftet",https://www.arendalsuka.no/programsok/details/24606,2024-08-14T10:30,"EN TOPPLEDERDIALOG OM MOT, FERDIGHETER OG HANDLEKRAFT I DET GRØNNE SKIFTET","PwC, Skift - Næringslivets klimaledere","Nikolai Astrup, medlem av energi- og miljøkomiteen, Høyre
Eirik Kristoffersen, forsvarssjef, Forsvaret
Tone Wille, konsernsjef, Posten Bring
Lasse Kristoffersen, CEO, Wallenius Wilhelmsen
Kjersti Fløgstad, direktør, Nobel Fredssenter
Trond Markussen, president, Norges ingeniør- og teknologorganisasjon (NITO)
Bjørn Kjærand Haugland, administrerende direktør, Skift - Næringslivets klimaledere
Leif Arne Jensen, administrerende direktør, PwC
Siri Cathrine Warren, programdirektør Skiftprogrammet, PwC","Vi har seks år på å nå svært ambisiøse klimamål og det vil kreve mye av mange - både individer og selskaper. For å få større fart på endringene, bygge konkurransekraft og fange forretningsmuligheter, trenger vi flere ledere med mot, ferdigheter og kunnskap til å navigere gjennom omstillingen. Kan vi gi det grønne skiftet flere hestekrefter ved å inspirere, lære og utfordre hverandre?
Under Arendalsuka deler noen av Norges fremste toppledere sine erfaringer og meninger om hva det betyr å være leder i vår tid. Hvilke indre evner trengs for å være modige fremover, ta upopulære, men langsiktige valg og stå i krysspress i egen organisasjon?
Dette blir en nær, leken og undrende sesjon helt utenom det vanlige! 
Vi serverer lunsj klokken 11.15 og håper mange blir igjen for å fortsette de gode samtalene.
MERK: Deltakerliste vil oppdateres løpende"
Makta! 27 millioner har talt - forbrukermakta rår,https://www.arendalsuka.no/programsok/details/24113,2024-08-14T10:30,MAKTA! 27 MILLIONER HAR TALT - FORBRUKERMAKTA RÅR,Miljømerking Norge - Svanemerket,"Kjersti Toppe, Barne- og familieminister, BFD
Petter Gulli, Strategisk rådgiver, 12YEARS
Tonje Drevland, Jurist, Forbrukertilsynet
Camilla Skjelsbæk Gramstad, Bærekraftsjef, Elkjøp Nordic
Trude Ertresvåg, CSO, Devold
Anne Grethe Henriksen, Markeds- og kommunikasjonssjef, Svanemerket
Cathrine Pia Lund, Administrerende direktør, Svanemerket","Vi spurte forbrukerne i Norden hvordan det grønne skiftet ser ut fra deres side. Hør hva de svarte. 
Interessen for både klimasaken og klimapolitikken går i bølger. Men èn ting holder stand. I en stor nordisk forbrukerundersøkelse svarer et overveldende flertall at de ønsker å ta gode miljøvalg. Nesten like mange svarer at de synes det er vanskelig å handle miljøvennlige varer og tjenester når det kommer til praksis i hverdagen. 
Og det er lett å forstå. Ting lages for bruk og kast. Utvalget av miljøvennlige produkter er snevert og villedende markedsføring gjør at forbrukerne handler ""dritt"" i god tro. 
EU fortsetter arbeidet med å styrke forbrukernes rettigheter gjennom nye regler for alt fra produksjon til markedsføring. Og det vil unektelig hjelpe oss forbrukere å handle mer miljøvennlig når bedriftenes ""lisence to operate"" legges høyere. 
Men hvordan utløser vi potensialet i forbrukermakten? Og kan vi samtidig stimulere det nordiske markedet til å bli et mer miljøvennlig, men lønnsomt næringsliv?
Vi byr på forbrukerinnsikt fra vår rykende ferske nordiske forbrukerundersøkelse og inspirerende paneldebatt."
Politiske strakstiltak for en grønnere eiendomssektor,https://www.arendalsuka.no/programsok/details/24193,2024-08-14T10:30,POLITISKE STRAKSTILTAK FOR EN GRØNNERE EIENDOMSSEKTOR,"Bygg Arena Arendal (BAA) 31 ledende bedrifter og foreninger i bygg, anlegg og eiendomsnæringen","Ingrid Liland, nestleder, MDG
Gaute Skjervø, nestleder AUF, Ap
Ingrid Nergaard Fjelstad, stortingskandidat, tidl. klima, miljø og byutviklingsbyråd i Bergen, Venstre
Kjell Døvle Kalland, administrerende direktør, Hav Eiendom
Truls Nergaard, administrerende direktør, Storebrand
Tone Tellevik Dahl, administrerende direktør, Norsk Eiendom
Katharina Bramslev, daglig leder, Grønn Byggallianse
Morten Nordskag, kommunikasjonssjef, Grønn Byggallianse","Eiendomssektorens veikart mot 2050 er en strategi utviklet av Grønn Byggallianse og Norsk Eiendom, i samarbeid med eiendomsbransjen, slik at eiendomssektoren bidrar til at Norge når bærekraftsmålene. Hovedmålet er å redusere sektorens klimaavtrykk betydelig innen 2050.
Gjennomføring av veikartet krever innsats fra hele eiendomssektoren og støtte fra myndigheter, inkludert et regelverk som fremmer bærekraftig utvikling i eiendomssektoren. I veikartet er det utviklet strakstiltak for små og store byggeiere, boligutviklere og myndighetene. Strakstiltakene er umiddelbare handlinger som eiendomssektoren kan iverksette for å redusere sin miljøpåvirkning.
Så langt har over 100 virksomheter tilsluttet seg strakstiltakene.
Derimot har myndighetene i mindre grad fulgt opp sine strakstiltak.
Skal Norge klare omstillingen til et lavutslippssamfunn i 2050, der nær alle klimagassutslipp er fjernet, trenger vi et skatte- og avgiftssystem og et regelverk som fremmer grønne investeringer i bygg. Klimaarbeid må bli allemannseie, og ikke kun et arbeid bare de flinkeste i klassen mestrer. Vi utfordrer derfor regjeringen, stortinget og landets kommunestyrer til å legge til rette for å gi gulrøtter for at alle utbyggere, byggeiere og leietakere velger grønne bygg."
Havvind – fra «perfekt storm» til medvind?,https://www.arendalsuka.no/programsok/details/23543,2024-08-14T10:45,HAVVIND – FRA «PERFEKT STORM» TIL MEDVIND?,Vårgrønn,"Astrid Bergmål, Statssekretær (Ap), Energidepartementet
Harald Solberg, Administrerende direktør, Norsk Industri
Robert Hjorth, Managing Director & Partner, BCG
Stephen Bull, Konsernsjef, Vårgrønn","Havvind har vært i hardt vær de siste årene, blant annet som følge av økt inflasjon, økte rentekostnader og press i leverandørkjeden. Mange har snakket om at havvindindustrien har vært i sin første krise - en perfekt storm.
Samtidig ble 2023 et rekordår for havvindinvesteringer verden over, og i Europa satses det på havvind som aldri før. Teknologiutviklingen innen flytende og bunnfast havvind har fortsatt. Norske leverandørbedrifter tar stadig nye havvindkontrakter, og utgjorde 7,5 % av det globale havvindmarkedet i 2022 (ifølge tall fra Eksfin).
Betyr det at stormen har lagt seg? Hva har vi lært? Hva er de viktigste drivkreftene for å få realisert havvind i årene som kommer – i Norge og i Europa?
Program:
10.45-10.50: Velkommen v/ Stephen Bull, CEO i Vårgrønn
10.50-11.00: ""2024: Et avgjørende år for (norsk) havvindindustri"", Robert Hjorth, Managing Director & Partner BCG Norge
11.00-11.10: Astrid Bergmål, Statssekretær (Ap) i Energidepartementet 
11.10-11.30: Samtale med Astrid Bergmål, Harald Solberg, admin. dir. Norsk Industri, Robert Hjorth og Stephen Bull."
Klodebry Live: Marin restaurering,https://www.arendalsuka.no/programsok/details/24541,2024-08-14T11:00,KLODEBRY LIVE: MARIN RESTAURERING,Miljøstiftelsen Bellona,N/A,"Hvordan får vi til re-etablering av økosystemer under vann?
Mer info kommer."
Hvem skal bestemme over skog- og arealbruken?,https://www.arendalsuka.no/programsok/details/24858,2024-08-14T11:00,HVEM SKAL BESTEMME OVER SKOG- OG AREALBRUKEN?,CICERO senter for klimaforskning,"Erlend A. T. Hermansen, Seniorforsker, CICERO
Gunnhild Søgaard, Forskningssjef, NIBIO
Anders Tønnesen, Seniorforsker, CICERO
Per Skorge, Administrerende direktør, Norges skogeierforbund
Anette Aanesland, Administrerende direktør, Nye veier
Siri Gilbert, Politisk seniorrådgiver, Sabima
Odd Nordmo, Leder for Areal og miljøutvalget i Kristiansand, Høyre
Ola Elvestuen, Stortingsrepresentant, Venstre
Erik Lillebakken, Organisatorisk nestleder, Senterungdommen
Kristin T. Teien, Avdelingsdirektør, CICERO","Hvem skal bestemme over arealbruken i et samfunn som i praksis skal kutte nærmest alle klimagassutslipp samtidig som vi verner om natur og biologisk mangfold?
Norge er bundet av internasjonale natur- og klimaavtaler, og har besluttet å nå klimamålene i samarbeid med EU. Staten Norge har det overordnede ansvaret for at våre internasjonale forpliktelser overholdes, men mye av beslutningene tas i kommunene og av private aktører.
Klimaforskere innleder og politikerne stiller til debatt hvor vi er innom naturavtalen, skogforvaltning i Norge, klimautvalget 2050 sine anbefalinger, arealnøytralitet, lokalt selvstyre med mer. 
Innledninger ved forskere ved CICERO og NIBIO:
Norges internasjonale klimaforpliktelser og implikasjoner for norsk arealbruk. Erlend A. T. Hermansen, seniorforsker CICERO
Hvordan teller EU arealbruken, og hva betyr det for Norge? Gunnhild Søgaard, forskningssjef NIBIO
Hvem bestemmer over arealbruken, staten eller kommunene? Anders Tønnesen, seniorforsker CICERO
Paneldiskusjon mellom kommentatorene samt politikere:
Per Skorge, administrerende direktør, Norges skogeierforbund.
Anette Aanesland, administrerende direktør, Nye veier
Siri Gilbert, politisk seniorrådgiver, Sabima
Odd Nordmo, Kristiansand Høyre, leder for Areal og miljøutvalget i Kristiansand.
Ola Elvestuen, Energi- og miljøkomiteen på Stortinget, Venstre
Erik Lillebakken, Organisatorisk nestleder, Senterungdommen
Ordstyrer: Kristin Thorsrud Teien, avdelingsdirektør ved CICERO"
Tekstilrevolusjon - nå!,https://www.arendalsuka.no/programsok/details/24937,2024-08-14T11:00,TEKSTILREVOLUSJON - NÅ!,"TOMRA, FÆBRIK","Jenny Skavlan, medgründer, FÆBRIK
Ingrid Bergtun, medgründer, FÆBRIK
Marcus Hartmann, nordisk bærekraftssjef, H&M Group
Johnny Ottesen, adm.dir., Voice
Linda Refvik, adm.dir., NF&TA
Nikolai Langguth, assosiert partner, McKinsey & Co.
Vibeke Krohn, adm.dir., TOMRA Textiles","Tekstilavfall skal ikke lenger rett i søpla. Fra 1. januar starter påbudet om separat innsamling av klær. Men hva skjer så? Ikke kan vi brenne det, og ikke kan vi sende det til utlandet. Hvem kan egentlig sy og reparere lenger? Hva sier klærne våre om hvordan vi har det, både som individer og samfunn? Og hvem har egentlig ansvaret for å dulte oss i riktig retning? 
Pantespesialistene i TOMRA og sy-influenserne i FÆBRIK inviterer til høyttenkning og panelsamtale om norske klær, norsk mote og ikke minst – norsk tekstilavfall.  
Vi kjøper flere plagg av dårligere kvalitet og bruker dem kortere enn noensinne. Slik bidrar vi alle til enda større karbonutslipp, mer vannforurensning og plast i havet. Den globale tekstilindustrien har like store utslipp som luftfarten og knapt noen av tekstilfibrene som fremstilles brukes igjen.  
En annen virkelighet er mulig. Den var faktisk helt normal for bare noen tiår siden. Vi pleide å kunne reparere, tilpasse og produsere klærne våre helt selv. I dag har denne kunnskapen gått i den nasjonale glemmeboken – fordi vi har hatt god råd, lite tid og uendelige valgmuligheter. Slik kan det ikke fortsette. 
I hele Europa blir det påbud om å samle inn brukte og ødelagte tekstiler med tanke på både gjenbruk og resirkulering. Det betyr at vi om bare noen måneder kan sitte på toppen av et berg av brukte klær som ingen vet hva vi skal gjøre med. Vi trenger effektiv innsamling, bedre sortering og stor skala – men vi må også tenke nytt om hvor mange plagg vi egentlig kjøper. 
Tiden er inne for en ny tekstilrevolusjon. Hvordan skal den se ut, og hva skal til for å lykkes? 
For å sette scenen har vi bedt FÆBRIK sette scenen ved å fortelle norsk kleshistorie på tre minutter. Deretter inviterer vi et bredt sammensatt panel til å diskutere utfordringene og løsningene."
Cockpitsamtale med Klimaoptimistene: Næringslivets klimamål – fra strategi til handling?,https://www.arendalsuka.no/programsok/details/25504,2024-08-14T11:00,COCKPITSAMTALE MED KLIMAOPTIMISTENE: NÆRINGSLIVETS KLIMAMÅL – FRA STRATEGI TIL HANDLING?,Skift - Næringslivets klimaledere,"Jens Ulltveit-Moe, grunnlegger og styreleder, Umoe
Odd Arild Grefstad, konsernsjef, Storebrand
Hanne Karoline Kræmer, konsernsjef, Sparebank 1 Nord-Norge
Runar Hollevik, konsernsjef, NorgesGruppen
Stein Ove Solberg, partner, Arntzen De Besche","Klimaoptimistene Jens Ulltveit-Moe leder samtalen med inviterte toppledere, som også sendes som podkast. 
Et godt klimaregnskap er essensielt for å komme i gang med klimaarbeidet og næringslivets klimaledere har allerede klimarapportert om sine klimagassutslipp i fem år.  Hva kan næringslivet gjøre nå for å akselerere gjennomføringen av klimaløsninger? 
Overgangsplaner er vesentlige for å sikre at omstillingen skjer på en planlagt, rettferdig og inkluderende måte. Dette krever evne til å håndtere risiko og utnytte kommersielle muligheter. Selskaper med strategier og forretningsmodeller som er tilrettelagt for et lavutslippssamfunn er godt rustet for fremtiden.
Få selskaper har i dag en vitenskapsbasert og troverdig overgangsplan, men nå tar Skift-nettverket initiativ til å utvikle konkrete planer for reelle utslippskutt og raskere klimahandling. 
Hvordan kan næringslivet utvikle gode og troverdige overgangsplaner? 
Hvordan går vi fra en klima- og bærekraftstrategi til en bærekraftig strategi?
Hvem lykkes med størst utslippskutt og hvorfor? 
Hva kjennetegner en god overgangsplan? 
  Et lavutslippssamfunn er mer enn bare et samfunn med lave utslipp, – det er et godt, trygt og morsomt samfunn som tar vare på planeten. Dette krever tilpasningsevne fra næringslivet, og en god overgangsplan viser hvordan bedriftens strategier kan forbli lønnsomme i et lavutslippssamfunn.
Framtidens lavutslippssamfunn er noe å glede seg til, og vi vil presentere eksempler som gir grunn til optimisme."
