title,url,date,header,arrangor,medvirkende,om_arrangementet
Kan vi utrydde lungekreft?,https://www.arendalsuka.no/programsok/details/24069,2024-08-13T16:30,KAN VI UTRYDDE LUNGEKREFT?,Lungekreftforeningen,"Kari Grønås, Leder, Lungekreftforeningen
Bård Hoksrud, Helsepolitisk talsperson, Fremskrittspartiet
Truls Vasvik, Helsepolitisk talsperson, Arbeiderpartiet
Åslaug Helland, Kreftforsker
Trond-Eirik Strand, Lege og forskningleder Lungekreftstudien ""tidlig diagnostikk av lungekreft"", Oslo Universitetssykehus
Andreas Høiaas, Spesialrådgiver, Kreftforeningen
Arne Larsen, Deltaker Lungekreftstudien ""tidlig diagnostikk av lungekreft""
Hilde Bryhn, Ordstyrer","Lungekreft er den største årsaken til kreftdødsfall i Norge. Antall mennesker med lungekreft øker, spesielt blant kvinner. Den høye dødeligheten skyldes i hovedsak at sykdommen vanligvis oppdages for sent. Det finnes effektiv behandling mot lungekreft, og ved tidlig oppdagelse er det i dag mulig for mange å bli kurert. Men sykdommen har få eller ingen symptomer i tidlige stadier, så dersom sykdommen skal kunne oppdages tidlig, må personer med økt risiko for lungekreft tilbyd screening. 
Helsedirektoratet har, etter innspill fra fagmiljøene, bestemt at et nasjonalt program for lungekreftscreening skal utredes. De har bekreftet at de er i gang med arbeidet med å nedsette en arbeidsgruppe, som antakelig vil starte opp arbeidet sitt før sommeren.
Det har tatt seks år fra Helsedirektoratet besluttet at lungekreftscreening skulle utredes. For at arbeidet skal få tilstrekkelig prioritet og fremdrift, er det nødvendig å skape oppmerksomhet og økt kunnskap hos sentrale beslutningstakere. Når Helsedirektoratets utredning er ferdig, vil deres anbefaling oversendes Helse- og Omsorgsdepartementet. En endelig beslutning vil tas av de folkevalgte, i ordinær budsjettprosess på Stortinget.
For å nå målet med etablering av et nasjonalt screeningprogram for lungekreft i Norge i rimelig tid, er det behov for påtrykk fra fagmiljøene som setter lungekreftscreening på den offentlige og politiske agendaen."
Behandling av akutt hjerteinfarkt,https://www.arendalsuka.no/programsok/details/25331,2024-08-13T16:30,BEHANDLING AV AKUTT HJERTEINFARKT,Nasjonalforeningen Tromøy Helselag,"Torstein Gundersen, Overlege, Hjerteseksjonen Sørlandet sykehus","Torstein Gundersen vil ta oss gjennom en spennende time der vi lærer om hva hjerteinfarkt er, hvilke symptomer kjennetegner hjerteinfarkt, hvilken behandling som gis og ikke minst hvordan pasienter med hjerteinfarkt følges opp i etterkant. 
Arrangementet er i regi av Nasjonalforeningen Tromøy Helselag."
Digital helse i analoge kommuner,https://www.arendalsuka.no/programsok/details/24194,2024-08-13T17:00,DIGITAL HELSE I ANALOGE KOMMUNER,Høgskulen på Vestlandet,"Yngve Lamo, Professor, Høgskulen på Vestlandet
Endre Valdresnes, Direktør velferdsteknologi, Atea Norge
Kristine Sjøthaug, Avdelingssjef e-helse og velferdsteknologi, Stavanger kommune
Odd Martin Solem, Divisjonsdirektør, Norsk helsenett
Anne Grethe Naustdal, Prorektor, Høgskulen på Vestlandet","For å sikre en bærekraftig helse- og omsorgstjeneste i fremtiden, er det nødvendig med store endringer. Her er utviklingen av ny teknologi og nye digitale løsninger avgjørende – løsninger som både gir god behandling og samtidig reduserer behovet for helsepersonell.
Driver norske kommuner digital innovasjon, eller setter vi bare strøm på det vi allerede gjør?
Hvordan kan vi sikre at digitaliseringen av helse- og omsorgstjenesten skaper nødvendige, grunnleggende endringer i måten vi jobber på?
Høgskulen på Vestlandet inviterer kommuneansatte og andre som er interessert i helse til Arendalsukas viktigste møteplass for digital innovasjon i kommunehelsetjenesten."
Ny KI-plan for helse- og omsorgssektoren: Hvordan sørge for trygg og sikker innføring?,https://www.arendalsuka.no/programsok/details/25048,2024-08-13T17:00,NY KI-PLAN FOR HELSE- OG OMSORGSSEKTOREN: HVORDAN SØRGE FOR TRYGG OG SIKKER INNFØRING?,EHIN AS,"Bjørn Guldvog, Helsedirektør, Helsedirektoratet
Terje Wistner, Avdelingsdirektør for e-helse, KS
Tobias Iveland, LIS-onkolog, sentralstyremedlem og medlem av IT-utvalget, Legeforeningen
Lars-Erik Christophersen, Innholdsansvarlig for TikTok, Mental Helse Ungdom
TBA, TBA, Representant for brukere/pasienter
Moderator: Stine Camilla Bjerkestrand, Kommunikasjonsdirektør, Helsedirektoratet","(I samarbeid med Helsedirektoratet)
Bli med når den nye KI-planen for helse- og omsorgssektoren lanseres! Planen inneholder
anbefalinger og tiltak som i 2024 og 2025 skal bidra til å innlemme KI på en trygg og effektiv
måte – både for administrative og kliniske oppgaver.
Her bør du delta om du vil:
- Få førstehånds innsikt i hvordan KI vil forme fremtidens helsetjenester i Norge.
- Møt og nettverk med ledende eksperter og beslutningstakere innen helse- og sektoren.
- Vær med på å diskutere og forme en trygg og sikker innføring av KI i helsetjenesten i
Norge."
Hodepine og migrene - En kvinnesykdom eller et folkehelseproblem?,https://www.arendalsuka.no/programsok/details/23780,2024-08-13T17:00,HODEPINE OG MIGRENE - EN KVINNESYKDOM ELLER ET FOLKEHELSEPROBLEM?,Hodepine Norge,"Hedda Kise, Debattleder, Kise Kommunikasjon
Lise Rystad Øie, Overlege i nevrologi og postdoktor, NorHead - Norsk senter for hodepineforskning
Lars Jacob Stovner, Professor emeritus i nevrologi, NTNU/St. Olavs hospital
Elisabeth T. Swärd, Spesialrådgiver kvinnehelse, Norske kvinners sanitetsforening
Kamzy Gunaratnam, Stortingsrepresentant, Arbeiderpartiet","Migrene rammer primært kvinner, og påvirker dem både hyppigere og med større alvorlighetsgrad. Kan vi godta at så mange kvinner hindres i utdanning, arbeid og livet?
Den nevrologiske sykdommen migrene gir anfall av funksjonsforstyrrelser i hjernen, som kan sette de berørte ut av funksjon i opptil tre døgn. Det antas at omkring 700 000 personer i Norge lider av migrene eller andre hodepinerelaterte sykdommer, hvorav et flertall er kvinner. Det er alvorlig. Hvorfor synes det nesten ikke i samfunnsdebatten?
Forskjellen mellom hvordan migrene oppfattes i samfunnet og den reelle byrden sykdommen representerer, er betydelig. Forskning indikerer at kvinner ikke bare opplever hyppigere anfall, men at deres migrene også er vanskeligere å behandle og oftere utvikler seg til å bli kronisk. Dette understreker behovet for en samfunnsmessig innsats for å adressere problemet.
Migrene er ofte feildiagnostisert og blir ikke gitt tilstrekkelig prioritet
Undersøkelser har vist at kvinner som oppsøker legehjelp for hodepine nesten uten unntak lider av migrene. Likevel ender mange med en feilaktig diagnose som spenningshodepine, og råd om å redusere stressnivået. Dette fører til at de ikke mottar den behandlingen som kunne ha forbedret deres situasjon.
Økt bevissthet om migrene som en kritisk kvinnehelseutfordring
Ved årets arrangement vil vi fokusere på å utvide forståelsen av migrene som en betydelig utfordring innen kvinnehelse og fremheve potensielle løsninger. 
  Takk til sponsorene: Abbvie og Lundbeck."
Hvordan opplever små barn vold i familien?,https://www.arendalsuka.no/programsok/details/24554,2024-08-13T17:30,HVORDAN OPPLEVER SMÅ BARN VOLD I FAMILIEN?,Alternativ til vold,"Henning Mohaupt, Psykologspesialist/forfatter, Alternativ til Vold",Å vokse opp med vold i nære relasjoner er skadelig for barn. I dette foredraget belyses det hvordan selv veldig små barn tilpasser seg vold som en livsbetingelse. Søkelys settes på hvordan tilpasning bidrar til at barn som erfarer vold i familien blir preget i sin utvikling og helse på lang sikt. Implikasjoner for foreldrearbeid og for klinisk arbeid med barn som har opplevd vold blir også tematisert.
Trenger vi nevrosykepleiere?,https://www.arendalsuka.no/programsok/details/23966,2024-08-13T17:45,TRENGER VI NEVROSYKEPLEIERE?,Nevrosykepleie NSF,"Annbjørg Hausken, Styreleder, Nevrosykepleie NSF
Eva Bjørstad, Klinikkleder, Nevroklinikken, Oslo universitetssykehus
Anne Grethe Terjesen, Fagsjef, Pårørendealliansen
Ine Myren, Leder sentralt fagforum, Norsk sykepleierforbund
Ragnhild Berling Grande, Overlege, spesialist i nevrologi, NevSom, Oslo universitetssykehus
Marie Furuholmen Raastad, Nevrosykepleier, Oslo universitetssykehus
Johanne Marie Hemnes, #slagjenta
Gregert Gliddi, Agder Øst Parkinsonforening, Norges Parkinsonforbund","Det skrives og snakkes mye om den varslede mangelen på helsepersonell, og i kjølvannet av dette: hvilken type kompetanse er det behov for? I dette arrangementet vil vi ikke dvele ved kjente problemstillinger - snarere fokusere på løsninger det faktisk arbeides med! 
Noen spørsmål vi vil stille i denne paneldebatten er 
Hva er behovet? Trenger vi egentlig sykepleiere med spesialkompetanse i nevro?
Hvis svaret er at vi trenger økt kompetanse, hva og hvordan skal vi bruke den kompetansen? 
Har vi et helsesystem som er modent for eller ønsker disse endringene med tanke på oppgaveglidning og samhandling?
Klarer vi å spre kompetansen utenfor spesialisthelsetjenesten?  
Nevrosykepleie NSF inviterer til debatt i Hjerneteltet, vi setter sammen et panel som representerer ulike perspektiver hvor alle har forskjellige interesser"
Rusquiz,https://www.arendalsuka.no/programsok/details/23548,2024-08-13T18:00,RUSQUIZ,"URO Utviklingshemming - Rus - Opplysning, IOGT i Arendal, Juba Sneklokken",,"Hva vet du om rusmidler, ruspolitikk, rushistorie …
URO utviklingshemming – Rus – Opplysning, JUBA Sneklokken og IOGT i Arendal invitere organisasjonene på rusfeltet, og alle andre, til en uformell kunnskapsdyst.
Quizmaster: Sandra Bruflot, Høyres ruspolitiske talsperson
Meld på laget ditt, på Facebook arrangementet: Rusquiz i Arendal 2024, eller møt i døra og bli med.
Vi servere alkoholfritt drikke og nøtter.
Velkommen!"
Utforsk de nyeste fremskrittene innen kunstig intelligens.,https://www.arendalsuka.no/programsok/details/25743,2024-08-13T19:00,UTFORSK DE NYESTE FREMSKRITTENE INNEN KUNSTIG INTELLIGENS.,"AI-Mind studiepoliklinikk, Nevrologisk avdeling, OUS, Oslo Universitetssykehus","Ira Haraldsen, Forskningleder, nevrolog og psykiater, MD, PhD, AI-Mind Studiepoliklinikk, Nevrologisk avdeling, OUS","Velkommen til ""Hjerneteltet"" for en spennende minglekveld i regi av det internasjonal prosjektet AI-Mind. Dette er en kveld med fokus på hjernehelse, teknologi, kunstig intelligens og forskning!
Arrangementet samler eksperter, forskere og andre entusiaster innen hjernehelse og teknologi for en kveld med spennende samtaler og nettverksbygging. Utforsk de nyeste fremskrittene innen kunstig intelligens og deres anvendelser i nevrologi, samt hvordan teknologiske innovasjoner kan forbedre vår forståelse av hjernen. Kvelden byr på interaktive diskusjoner og muligheten til å knytte verdifulle kontakter i feltet. Bli med og bli en del av en dynamisk diskusjon om fremtidens muligheter og utfordringer i skjæringspunktet mellom hjernehelse og teknologi!"
Den usynlige volden: Psykisk vold er like skadelig som fysisk vold,https://www.arendalsuka.no/programsok/details/23782,2024-08-13T20:30,DEN USYNLIGE VOLDEN: PSYKISK VOLD ER LIKE SKADELIG SOM FYSISK VOLD,Foreningen Mot Psykisk Vold,"Elisabeth Hatlem, Styreleder, Foreningen Mot Psykisk Vold
Marte Roa Syvertsen, Hjerneforsker, Foredragsholder
Ida Brandtzæg, Psykologspesialist, Tilknytningspsykologene
Stig Torsteinson, Psykologspesialist, Tilknytningspsykologene
Sandra Bruflot, Medlem i helse- og omsorgskomitéen, Høyre
Even A. Røed, Medlem i helse- og omsorgskomitéen, Arbeiderpartiet","Hvorfor det er så vanskelig å oppdage psykisk vold og hva er konsekvensene av psykisk vold?
Hjerneforsker Marte Roa Syvertsen og Tilknytningspsykologene i samtale med foreningens leder Elisabeth Hatlem, samt Sandra Bruflot og Even A. Røed fra helse- og omsorgskomitéen.
De skal snakke om hva psykisk vold er og om hvorfor psykisk vold må tas mer på alvor.
Innledning ved Marte Roa Syvertsen om hvordan forskning viser at psykisk vold fører til de samme skadene på hjernen som fysisk vold."
Stafett for livet: Ingen skal møte kreft alene,https://www.arendalsuka.no/programsok/details/25132,2024-08-14T06:00,STAFETT FOR LIVET: INGEN SKAL MØTE KREFT ALENE,Kreftforeningen,"Ingrid Stenstadvold Ross, generalsekretær, Kreftforeningen","Velkommen til Stafett for livet Arendalsuka!
Fra mandag 12. august til torsdag 15. august kan du delta i vår mini-utgave av Stafett for livet under Arendalsuka.
Du som deltar på Arendalsuka kan benytte løypa til et lite avbrekk med fysisk aktivitet; hva med å invitere noen til en prat mens du går?
Vi setter opp en QR-kode-løype med start ytterst på Langbryggen, videre opp Batteribakken til Batteriet, forbi Neset og bort til toppen av Bendiksklev og mål nede ved Arendal bibliotek på Torvet. 
I Kreftforeningens Stafett for livet deltar lag bestående av familier, venner, skoler, foreninger, arbeidsplasser og andre i en 24 timer lang stafett. Bak hvert lag er det en historie – et menneske som laget vil støtte eller minnes.
I Stafett for livet har vi en unik anledning til å dele fellesskap og opplevelser. Målet er: Vi skal hedre fighterne, vise vår støtte, minnes de vi har mistet, gi håp og feire livet.
Kreftpasienter og andre som lever med kreft tett på livet vet at sykdommen ikke tar pauser selv om det er ferie, hverdag eller helg. Man tenker kanskje ikke på kreft hele tiden, men den er der – hele døgnet.
Stafetten er et viktig symbol i kampen en kreftpasient går gjennom og visualiserer at det alltid bør være noen på banen for den som er syk, og dette er en flott mulighet for å vise din støtte til de som er rammet av kreft!"
Morgentrim med Yngvar og Annema,https://www.arendalsuka.no/programsok/details/23998,2024-08-14T07:20,MORGENTRIM MED YNGVAR OG ANNEMA,"Aktiv mot kreft, Naardic","Yngvar Andersen, Ambassadør, Aktiv mot kreft / Naardic
Annema Refsnes, Naardic","Lyst til å være opplagt resten av dagen?
Da er du velkommen til den beste starten på dagen - en halvtime morgentrim med Yngvar Andersen og Annema Refsnes .
Passer for absolutt alle!
Hvor: Torvet i Arendal - Arendalsuka 2024
Nå: kl. 07.20-07.50"
Morgentrim med Norsk Revmatikerforbund,https://www.arendalsuka.no/programsok/details/23916,2024-08-14T08:00,MORGENTRIM MED NORSK REVMATIKERFORBUND,Norsk Revmatikerforbund,,"Lyst på en god start på dagen? Sammen med Norsk Revmatikerforbund (NRF) kan du få deg en god, styrkende og mykgjørende treningsøkt før du går i gang med Arendalsukas mange foredrag og debatter.
Gratis strikk og treningsmatte
Vi hjelper deg i gang med treningen og du får du gode tips og råd fra vår frisklivsekspert, Ole-Martin Wold. Du trenger ikke ta med utstyr, av oss får du både en gratis treningsstrikk og en yogamatte!
Hvor og når?
Vi møtes på Sam Eydes plass (Stortingsscenen) kl. 08.00 tirsdag, onsdag og torsdag. Sammen går vi til Skytebanen kunstgressbane hvor selve treningen skal være (5-10 min). Selve treningsøkten varer 30 minutter. Alternativt kom rett til Skytebanen kunstgress (ved Granehallen), kl. 08.10.
Visste du at trening tilpasset deg, er viktig og bra for alle? Det er noe vi i Norsk Revmatikerforbund tar på alvor. Noe av det viktigste for oss er å legge opp treningen slik at alle kan delta, selv med utfordringer som smerte eller redusert funksjon.
Vel møtt, vi gleder oss til å se deg!"
Debatt: Kan teknologi redusere ventetiden for pasienter?,https://www.arendalsuka.no/programsok/details/24020,2024-08-14T08:00,DEBATT: KAN TEKNOLOGI REDUSERE VENTETIDEN FOR PASIENTER?,EHIN AS,"Gro Lillebø, Nestleder, NSF
Bård Hoksrud, FrP
Kristoffer Robin Haug, Stortingsrepresentant, MDG
Tone W. Trøen, Høyre
Truls Vasvik, Ap
Olav Willumsen Haugå, CEO & Founder, DeepInsight
Nina Kongshaug, Medisinsk Direktør, Helseplattformen
Moderator: Nard Schreurs, Daglig leder, EHiN
Moderator: Iselin Holmedal Marstrander, Spesialrådgiver politikk og program, EHiN","I revidert nasjonalbudsjett for 2024 er det satt av 2 milliarder kroner til helsetjenesten som en del av ""Ventetidsløftet"". Vi må prioritere effektivitet, sikkerhet og pasienttilfredshet. Skal midlene gå til å styrke bemanningen eller til å investere i ny teknologi? Det er et helt sentrale spørsmål, spesielt når det skal vurderes hvorvidt teknologi kan bidra til å redusere ventetiden for pasienter i behandlingskø. Andre sentrale punkter er et løft gjennom kombinasjon av styrking av bemanningen med investeringer i teknologi. Burde deler av midlene gå til å rekruttere og utdanne helsepersonell for å øke kapasiteten i helsetjenesten på kort sikt? Samtidig som en betydelig del bør rettes mot å implementere digitale løsninger som kan effektivisere pasientforløpene og redusere ventetiden på lengre sikt. 
Helseministeren har tatt til orde for at ventetiden skal reduseres allerede i løpet av 2024. Den teknologiske utviklingen har nådd et punkt der vi har ressursene og kunnskapen til å implementere innovative løsninger som kan gi umiddelbare resultater. Er tiden derfor moden for å satse på teknologi som en del av ""Ventetidsløftet""?"
